"url","url_self_link","title","publication_date","update_date","share_fb_like","share_fb_share","share_googleplus","share_twitter","share_others","article_language","lesbahet","news_bureau","external_links","internal_links","word_count","line_count","char_count","factbox","comment_fields","comment_number","interactive_elements","poll","game","video_files","video_files_nrk","flash_file","image_collection","images","related_stories","related_stories_box_thematic","related_stories_box_les","map","regional_office","program_related","main_news_category","iframe","css","js","template"
"http://www.nrk.no/nyheter/1.11416399","http://www.nrk.no/nyheter/1.11416399","NRK Nyheter","2013-12-13 12:58:00",NULL,0,1,1,1,0,"no",21.1429,NULL,0,1,14,1,67,0,0,0,4,NULL,NULL,0,0,0,0,1,3,3,0,0,"NA","NA","NA",0,184903,24257,"nrk_alfa"
"http://www.nrk.no/nyheter/--ud-gjor-det-vi-kan-1.11416388","http://www.nrk.no/nyheter/1.11416388","- UD gjør det vi kan - NRK Nyheter","2013-12-13 12:55:14",NULL,0,1,1,1,0,"no",34.8846,NULL,0,0,39,2,217,0,0,0,4,NULL,NULL,0,0,0,0,0,3,3,0,0,"NA","NA","NA",0,184903,24534,"nrk_alfa"
"http://www.nrk.no/nyheter/--lang-og-god-samtale-med-french-1.11416352","http://www.nrk.no/nyheter/1.11416352","- Lang og god samtale med French - NRK Nyheter","2013-12-13 12:51:34",NULL,0,1,1,1,0,"no",39.2255,NULL,0,0,51,2,261,0,0,0,4,NULL,NULL,0,0,0,0,1,3,3,0,0,"NA","NA","NA",0,184903,24655,"nrk_alfa"
"http://www.nrk.no/nyheter/bankene-er-bedre-rustet-1.11416326","http://www.nrk.no/nyheter/1.11416326","Bankene er bedre rustet - NRK Nyheter","2013-12-13 12:47:26",NULL,0,1,1,1,0,"no",45,NULL,0,0,50,2,277,0,0,0,4,NULL,NULL,0,0,0,0,0,3,3,0,0,"NA","NA","NA",0,184903,24136,"nrk_alfa"
"http://www.nrk.no/nyheter/1.11416346","http://www.nrk.no/nyheter/1.11416346","NRK Nyheter","2013-12-13 12:42:47",NULL,0,1,1,1,0,"no",20.5,NULL,0,1,8,1,46,0,0,0,4,NULL,NULL,0,0,0,0,1,3,3,0,0,"NA","NA","NA",0,184903,24257,"nrk_alfa"
"http://www.nrk.no/nyheter/1.11416299","http://www.nrk.no/nyheter/1.11416299","NRK Nyheter","2013-12-13 12:42:01",NULL,0,1,1,1,0,"nb",30,NULL,0,1,10,1,57,0,0,0,4,NULL,NULL,0,0,0,0,1,3,3,0,0,"NA","NA","NA",0,184903,24257,"nrk_alfa"
"http://www.nrk.no/nyheter/taus-naeringsminister-om-rema-og-coop-1.11416201","http://www.nrk.no/nyheter/1.11416201","Taus næringsminister om Rema og Coop - NRK Nyheter","2013-12-13 12:33:51",NULL,0,1,1,1,0,"no",55,NULL,0,0,40,1,231,0,0,0,4,NULL,NULL,0,0,0,0,0,3,3,0,0,"NA","NA","NA",0,184903,24534,"nrk_alfa"
"http://www.nrk.no/nyheter/direkte_-kai-eide-moter-pressen-i-kongo-1.11415996","http://www.nrk.no/nyheter/1.11415996","DIREKTE: Kai Eide møter pressen i Kongo - NRK Nyheter","2013-12-13 12:29:33",NULL,0,1,1,1,0,"no",36.5,NULL,0,0,25,2,146,0,0,0,5,NULL,NULL,0,1,0,0,1,3,3,0,0,"NA","NA","NA",0,184903,24886,"nrk_alfa"
"http://www.nrk.no/nyheter/20-millioner-til-beskyttelse-av-barn--1.11416296","http://www.nrk.no/nyheter/1.11416296","20 millioner til beskyttelse av barn - NRK Nyheter","2013-12-13 12:21:21",NULL,0,1,1,1,0,"no",43.4706,NULL,0,0,34,2,202,0,0,0,4,NULL,NULL,0,0,0,0,0,3,3,0,0,"NA","NA","NA",0,184903,24534,"nrk_alfa"
"http://www.nrk.no/nyheter/blir-med-pa-fredagens-rundbordsamtaler-1.11416283","http://www.nrk.no/nyheter/1.11416283","Blir med på fredagens rundbordsamtaler - NRK Nyheter","2013-12-13 12:19:37",NULL,0,1,1,1,0,"no",66.5556,NULL,0,0,36,1,228,0,0,0,4,NULL,NULL,0,0,0,0,0,3,3,0,0,"NA","NA","NA",0,184903,24534,"nrk_alfa"
"http://www.nrk.no/nordnytt/avklarer-bompenger-1.11416112","http://www.nrk.no/nordnytt/1.11416112","Avklarer bompenger - Troms og Finnmark","2013-12-13 12:07:52",NULL,0,1,1,1,0,"no",48.1026,NULL,0,0,52,3,324,0,0,0,4,NULL,NULL,0,0,0,0,0,6,6,0,0,"NRK Troms og Finnmark","NA","NA",0,181178,20195,"nrk_alfa"
"http://www.nrk.no/nordnytt/1.11416112","http://www.nrk.no/nordnytt/1.11416112","Avklarer bompenger - Troms og Finnmark","2013-12-13 12:07:52",NULL,0,1,1,1,0,"no",48.1026,NULL,0,0,52,3,324,0,0,0,4,NULL,NULL,0,0,0,0,0,6,6,0,0,"NRK Troms og Finnmark","NA","NA",0,181178,20195,"nrk_alfa"
"http://www.nrk.no/nordland/sjomatradet-vil-ha-dyrere-laks-1.11416291","http://www.nrk.no/nordland/1.11416291","Sjømatrådet vil ha dyrere laks - Nordland","2013-12-13 12:18:06",NULL,0,1,1,1,0,"no",35.5128,NULL,0,0,65,3,352,0,0,0,4,NULL,NULL,0,0,0,0,0,6,6,0,0,"NRK Nordland","NA","NA",0,181178,20186,"nrk_alfa"
"http://www.nrk.no/nordland/danske-kjorte-utfor-pa-e6-1.11416224","http://www.nrk.no/nordland/1.11416224","Danske kjørte utfor på vei opp bakken","2013-12-13 12:04:00",NULL,0,2,2,2,0,"no",39.2833,NULL,1,0,282,17,1549,0,0,0,8,NULL,NULL,0,0,0,0,1,6,6,0,0,"NRK Nordland","NA","NA",0,181178,20515,"ny2013"
"http://www.nrk.no/nordland/1.11416291","http://www.nrk.no/nordland/1.11416291","Sjømatrådet vil ha dyrere laks - Nordland","2013-12-13 12:18:06",NULL,0,1,1,1,0,"no",35.5128,NULL,0,0,65,3,352,0,0,0,4,NULL,NULL,0,0,0,0,0,6,6,0,0,"NRK Nordland","NA","NA",0,181178,20186,"nrk_alfa"
"http://www.nrk.no/nyheter/distrikt/hedmark_og_oppland/1.11415954","http://www.nrk.no/ho/1.11415954","Tror han utførte ranet, men husker ingenting","2013-12-13 12:37:45","2013-12-13 15:21:43",0,2,2,2,0,"no",40.549,NULL,0,3,562,31,3169,0,0,0,9,NULL,NULL,0,1,0,0,6,4,4,0,0,"NA","NA","Distrikt",0,181178,21119,"ny2013"
"http://www.nrk.no/ostlandssendingen/1.11416353","http://www.nrk.no/ostlandssendingen/1.11416353","Stengt mellom Økernrysset og Sinsen - NRK – Østlandssendingen","2013-12-13 12:46:03",NULL,0,1,1,1,0,"no",34.6667,NULL,0,0,36,2,222,0,0,0,4,NULL,NULL,0,0,0,0,0,6,6,0,0,"NRK Østlandssendingen","NA","NA",0,181178,20388,"nrk_alfa"
"http://www.nrk.no/nyheter/distrikt/nrk_trondelag/1.11410738","http://www.nrk.no/trondelag/1.11410738","OL-håp tør ikke reise hjem til jul","2013-12-13 11:47:06",NULL,0,2,2,2,0,"no",35.4183,NULL,0,3,667,37,3601,0,1,NULL,10,NULL,NULL,0,1,0,0,4,12,6,6,0,"NA","NA","Distrikt",0,181178,22881,"ny2013"
